u,v,key,osmid,highway,maxspeed,name,oneway,reversed,length,lanes,ref,access,bridge,tunnel,width,junction
42443680,42445899,0,5671693,unclassified,25,East 32nd Street,True,False,153.89766437428636,3,,,,,,
42443680,42451674,0,588168464,secondary,25,5th Avenue,True,False,78.87050877820637,3,,,,,,
42443799,42442851,0,1021949728,residential,25,East 6th Street,True,False,163.31660401504607,1,,,,,,
42443807,42443810,0,46520921,unclassified,25,Vanderbilt Avenue,False,False,80.16330513378465,2,,,,,,
42443807,3639382769,0,511699179,residential,,Vanderbilt Avenue,False,True,72.08004388551448,2,,,,,,
42443810,42434077,0,46520921,unclassified,25,Vanderbilt Avenue,False,False,80.8303181499474,2,,,,,,
42443810,42443807,0,46520921,unclassified,25,Vanderbilt Avenue,False,True,80.16330513378463,2,,,,,,
42443810,42444043,0,511699176,secondary,25,East 45th Street,True,False,86.44833553807058,2,,,,,,
42443811,42434077,0,46520921,unclassified,25,Vanderbilt Avenue,False,True,77.99875213279091,2,,,,,,
42443811,42445924,0,1106482765,residential,,East 47th Street,True,False,87.02510916460506,1,,,,,,
42443817,596776594,0,5671162,residential,,East 120th Street,True,False,143.45737631697654,1,,,,,,
42443817,42446169,0,420883173,secondary,25,Madison Avenue,True,False,79.71806577847438,2,,,,,,
42443818,42443819,0,569369541,residential,25,East 120th Street,True,False,143.0727020028858,1,,,,,,
42443818,42456162,0,1333150711,primary,25,Park Avenue,True,False,80.50459194270854,1,,,,,,
42443819,42443821,0,196116994,residential,25,East 120th Street,True,False,154.3787029997104,1,,,,,,
42443819,42435230,0,1076213173,secondary,25,Lexington Avenue,True,False,78.48113853028477,2,,,,,,
42443821,42443092,0,196116994,residential,25,East 120th Street,True,False,216.47016671606883,1,,,,,,
42443821,42450080,0,196117086,primary,,3rd Avenue,True,False,81.17129701853273,5,,,,,,
42443824,3931519753,0,973448965,primary,25,1st Avenue,True,False,14.467773575832002,4,,,,,,
42443824,42443826,0,440122893,residential,25,East 120th Street,True,False,215.8564978931181,1,,,,,,
42443826,42438090,0,"[452493797, 46240274, 798930995, 798930996, 798930997]",residential,25,"['Paladino Avenue', 'East 120th Street']",False,True,592.0029538337243,2,,,,,,
42443826,42435240,0,226015259,residential,25,Pleasant Avenue,False,False,81.77146185530292,2,,,,,,
42443844,2821304143,0,455501315,residential,20,Beekman Street,True,False,13.502649459280892,1,,,,,,
42443844,1272562931,0,5671587,secondary,20,Park Row,True,False,81.08818148917429,3,,,,,,
42443928,42440449,0,46334605,primary,25,South Street,False,False,272.88613512191165,2,,,,,,
42443928,42436563,0,452098020,residential,20,Rutgers Slip,True,False,122.82167611037863,,,,,,,
42443928,42444129,0,1343029766,primary,20,South Street,False,True,170.9612696554538,2,,,,,,
42443950,42452973,0,420496529,secondary,25,5th Avenue,True,False,77.93995394531271,5,,,,,,
42443950,42430314,0,"[420904660, 5671181, 1036712190]",secondary,25,West 37th Street,True,False,310.77491177860094,"['2', '3']",,,,,,
42443975,9421943093,0,46481738,secondary,25,West 37th Street,True,False,156.97492866663038,2,,,,,,
42443975,42433644,0,496986803,primary,25,10th Avenue,True,False,77.83347772665137,5,,,,,69.6 ft,
42443990,42435567,0,225980819,residential,,Marble Hill Avenue,True,False,80.26416770845849,,,,,,,
42444028,42449139,0,165468359,secondary,,Macombs Place,False,False,93.6239575891058,,,,,,,
42444028,42449127,0,165468359,secondary,,Macombs Place,False,True,85.9130067513385,,,,,,,
42444043,42434074,0,420906755,secondary,25,Madison Avenue,True,False,79.74372943979411,4,,,,,,
42444043,42432693,0,458177130,secondary,,East 45th Street,True,False,156.08598341716566,1,,,,,,
42444049,42443810,0,"[727702632, 727702633, 458177131]",secondary,25,East 45th Street,True,False,224.4747678574923,"['2', '1']",,,,,,
42444049,42446977,0,496990647,secondary,,Lexington Avenue,True,False,79.4215498278376,3,,,,,,
42444051,42444049,0,46522007,secondary,,East 45th Street,True,False,153.82951459615416,1,,,,,,
42444051,42434087,0,458166897,primary,25,3rd Avenue,True,False,79.76878316473312,6,,,,,,
42444055,42442947,0,5671192,secondary,,East 45th Street,True,False,230.19322032884682,1,,,,,,
42444055,42434092,0,1022790246,primary,25,1st Avenue,True,False,78.51203481826319,4,,,,,,
42444060,42428082,0,46591058,tertiary,20,Audubon Avenue,False,True,89.29742810983869,2,,,,,,
42444060,42442734,0,"[421840994, 421840995, 420874492]",tertiary,,West 181st Street,False,True,139.47400870956503,3,,,,,,
42444060,42433066,0,"[5671196, 421840997]",tertiary,,West 181st Street,False,False,134.13745843954786,,,,,,,
42444060,42454368,0,845749144,tertiary,20,Audubon Avenue,False,False,72.31727647801077,2,,,,,,
42444069,42428090,0,223486853,tertiary,,Wadsworth Avenue,False,False,89.27866915764046,,,,,,,
42444069,42449639,0,223486857,tertiary,,Wadsworth Avenue,False,False,72.22604361837932,,,,,,,
42444069,42429029,0,421838875,tertiary,,West 181st Street,False,True,73.84172488853919,,,,,,,
42444069,42433066,0,"[670517721, 421840996]",tertiary,,West 181st Street,False,True,118.83063484450068,,,,,,,
42444081,42430951,0,223486855,secondary,20,West 181st Street,False,False,61.86897558601134,2,,,,,,
42444081,42429029,0,"[421838878, 223486855]",secondary,20,West 181st Street,False,True,85.83152679915426,2,,,,,,
42444097,42428124,0,46334563,secondary,20,West 181st Street,False,False,85.73237178562869,2,,,,,,
42444097,42427190,0,1152535933,secondary,20,West 181st Street,False,True,85.50771093013553,2,,,,,,
42444108,278609760,0,1329363281,primary,20,South Street,False,True,46.812450240446715,3,,,,,,
42444108,205025778,0,5672986,secondary,20,Robert F. Wagner Sr. Place,False,False,33.92661251172177,2,,,,,,
42444108,1538237325,0,1080978586,primary,20,South Street,False,False,110.12595020155167,3,,,,,,
42444116,588455857,0,5671197,primary,20,South Street,False,True,163.69875989682043,2,,,,,,
42444116,42452556,0,40879216,residential,20,Market Slip,False,True,64.78711927619504,2,,,,,,
42444116,42444123,0,"[1334159476, 584971524]",primary,20,South Street,False,False,175.05254842836132,"['2', '3']",,,,,,
42444123,42444129,0,584971524,primary,20,South Street,False,False,17.591657428219808,3,,,,,,
42444123,42444116,0,"[1334159476, 584971524]",primary,20,South Street,False,True,175.0525484283613,"['2', '3']",,,,,,
42444129,42437481,0,"[420890080, 834248949]",primary,20,Pike Slip,True,False,125.37380108820244,"['2', '3']",,,,,,
42444129,42444123,0,584971524,primary,20,South Street,False,True,17.591657428219808,3,,,,,,
42444129,42443928,0,1343029766,primary,20,South Street,False,False,170.9612696554538,2,,,,,,
42444223,42421951,0,46154337,primary,20,South Street,False,False,77.96996298650585,2,,,,,,
42444223,42444230,0,46154337,primary,20,South Street,False,True,83.97036653998303,2,,,,,,
42444230,42444223,0,46154337,primary,20,South Street,False,False,83.97036653998303,2,,,,,,
42444230,42444242,0,"[993795186, 1334230709, 1080978583]",primary,20,South Street,False,False,169.94475069299523,"['2', '3']",,,,,,
42444242,42427256,0,226193929,primary,20,South Street,False,False,30.225612345016025,2,,,,,,
42444242,42444230,0,"[993795186, 1334230709, 1080978583]",primary,20,South Street,False,True,169.9447506929952,"['2', '3']",,,,,,
42444242,42452708,0,"[1334979452, 5672550]",tertiary,20,Maiden Lane,False,False,90.70983728310327,2,,,,,,
42444267,42457735,0,5673102,residential,25,West 10th Street,True,False,105.53801472308216,1,,,,,,
42444271,42440270,0,525038147,primary,20,Pearl Street,False,False,87.6908550229766,4,,,,,,
42444271,42433229,0,"[1333741753, 1333741754, 438366913]",primary,20,Pearl Street,False,True,118.24600241496374,4,,,,,,
42444277,42437749,0,"[1332816547, 1329888403, 5671717]",primary,20,Saint James Place,False,False,109.47691739484407,4,,,,,,
42444277,3884569931,0,"[420890074, 420890077]",primary,20,Pearl Street,False,True,104.0904074774924,4,,,,,,
42444277,42444282,0,"[1332814648, 5671212]",residential,20,Pearl Street,False,True,26.100040577161415,2,,,,,,
42444282,42444277,0,"[1332814648, 5671212]",residential,20,Pearl Street,False,False,26.100040577161412,2,,,,,,
42444353,279151954,0,"[421831216, 413212450]",primary,20,State Street,False,True,103.1646651076717,4,,,,,,
42444353,42444479,0,1329583840,primary,20,State Street,False,False,50.78138323103773,3,,,,,,
42444355,42444353,0,"[515879040, 823152484, 1333498693]",residential,20,Pearl Street,True,False,119.91652187275716,"['2', '1']",,,,,,
42444360,42444355,0,1329060631,residential,20,Pearl Street,True,False,33.58936787276023,1,,,,,,
42444414,42453902,0,447018423,residential,20,Wall Street,True,False,60.841901191228246,1,,yes,,,,
42444414,42442107,0,812939218,residential,20,Pearl Street,True,False,13.789979883260504,1,,,,,,
42444424,6262915548,0,525656841,tertiary,20,Maiden Lane,False,False,79.89983832363939,2,,,,,,
42444424,42454798,0,525656842,tertiary,20,Maiden Lane,False,True,91.41214985087072,2,,,,,,
42444424,42434418,0,536917118,residential,20,Pearl Street,True,False,48.81604622251943,1,,,,,,
42444452,42453246,0,"[420881459, 332388684, 332388685, 61133358]",primary,,West 125th Street,False,False,302.94584780194765,"['4', '3']",,,,,,
42444452,42438702,0,"[68668538, 420883170]",secondary,,5th Avenue,True,False,86.16247431119153,"['2', '3']",,,,,,
42444452,42444453,0,"[420881457, 420881453, 420881455]",primary,,East 125th Street,False,False,156.3807993677048,,,,,,,
42444453,42444452,0,"[420881457, 420881453, 420881455]",primary,,East 125th Street,False,True,156.3807993677048,,,,,,,
42444453,596776654,0,"[278882488, 421506978, 421506979]",primary,,East 125th Street,False,False,140.6846124622574,,,,,,,
42444453,42434122,0,968398607,secondary,25,Madison Avenue,True,False,84.67810465476738,2,,,,,,
42444456,42444457,0,"[420881456, 420881454]",primary,25,East 125th Street,False,False,140.9856413789453,,,,,,,
42444456,596776654,0,421506977,primary,,East 125th Street,False,True,28.453991811446787,,,,,,,
42444456,589928028,0,1323450363,primary,25,Park Avenue,True,False,85.2011730896296,1,,,,,,
42444457,42438772,0,"[194933371, 1086282557]",secondary,25,Lexington Avenue,True,False,85.58083591481777,2,,,,,,
42444457,42444458,0,"[195745912, 421844225, 421844226]",primary,25,East 125th Street,False,True,153.82425099098256,4,,,,,,
42444457,42444456,0,"[420881456, 420881454]",primary,25,East 125th Street,False,True,140.9856413789453,,,,,,,
42444458,42434131,0,68668517,secondary,,3rd Avenue,True,False,86.8341170297546,,,,,,,
42444458,42443116,0,"[195745913, 1321771844]",primary,,East 125th Street,False,False,216.62665115666366,5,,,,,,
42444458,42444457,0,"[195745912, 421844225, 421844226]",primary,25,East 125th Street,False,False,153.82425099098253,4,,,,,,
42444479,42444480,0,515879032,residential,20,Bridge Street,True,False,107.25647123895402,1,,,,,,
42444479,588546891,0,1156810185,primary,20,State Street,False,False,103.67920469530438,3,,,,,,
42444479,42444353,0,1329583840,primary,20,State Street,False,True,50.781383231037736,3,,,,,,
42444480,11002109566,0,"[1329123712, 1151039415]",residential,20,Bridge Street,True,False,129.57191007668047,1,,,,,,
42444480,42444355,0,"[1332897793, 1329025923]",residential,20,Whitehall Street,True,False,53.627365965298516,1,,destination,,,,
42444485,42444487,0,5671222,residential,25,East 94th Street,True,False,154.49721590912455,,,,,,,
42444485,42452809,0,195743334,secondary,25,5th Avenue,True,False,79.06894687758457,2,,,,,,
42444487,596776173,0,5671222,residential,25,East 94th Street,True,False,145.53518480556747,,,,,,,
42444487,42434166,0,68668544,secondary,25,Madison Avenue,True,False,80.03272973477462,3,,,,,,
42444491,42444495,0,5671222,residential,25,East 94th Street,True,False,147.419280064916,,,,,,,
42444491,42434168,0,686125782,primary,25,Park Avenue,True,False,80.35503829356735,3,,,,,,
42444495,42444500,0,5671222,residential,25,East 94th Street,True,False,153.16923810129666,,,,,,,
42444495,4163883691,0,353220115,secondary,25,Lexington Avenue,True,False,79.86030886734234,3,,,,,,
42444500,42443052,0,5671222,residential,25,East 94th Street,True,False,218.2992581291924,,,,,,,
42444500,42434172,0,1215388280,primary,25,3rd Avenue,True,False,78.88457641236306,4,,,,,,
42444506,42434179,0,"[420886256, 420886247]",primary,25,1st Avenue,True,False,78.73170952766219,"['4', '5']",,,,,,
42444581,42425417,0,"[122738260, 33117582, 33117583]",motorway,50,Harlem River Drive,True,False,1149.6623219249925,3,HRD,,yes,,,
42444581,373778409,0,"[1001476490, 538794277]",motorway_link,,,True,False,221.85670111839607,"['2', '1']",,,,,,
42444809,42444810,0,5671248,residential,25,East 90th Street,True,False,154.79673913536607,1,,,,,,
42444809,42436537,0,440122867,secondary,25,5th Avenue,True,False,78.6621924062387,2,,,,,,
42444810,42446066,0,68668544,secondary,25,Madison Avenue,True,False,81.20309681988172,3,,,,,,
42444810,596776156,0,846358874,residential,25,East 90th Street,True,False,145.70016456618788,1,,,,,,
42444812,42456578,0,686125782,primary,25,Park Avenue,True,False,80.89039177184173,3,,,,,,
42444812,42444814,0,846358874,residential,25,East 90th Street,True,False,147.53977390901278,1,,,,,,
42444814,42436544,0,353220115,secondary,25,Lexington Avenue,True,False,79.55658902073877,3,,,,,,
42444814,42444817,0,846358874,residential,25,East 90th Street,True,False,154.9372566862836,1,,,,,,
42444817,42443044,0,846358874,residential,25,East 90th Street,True,False,215.45061835840778,1,,,,,,
42444817,42450035,0,1215388280,primary,25,3rd Avenue,True,False,80.99902477415029,4,,,,,,
42444820,42456076,0,"[420626378, 420626396]",primary,25,1st Avenue,True,False,81.44794944073367,"['4', '5']",,,,,,
42444820,42428047,0,569266493,residential,25,East 90th Street,True,False,215.85099230561462,1,,,,,,
42444827,42444829,0,46608205,residential,20,East 6th Street,True,False,214.37227569020288,1,,,,,,
42444827,42434205,0,"[955261518, 1052627487]",primary,25,1st Avenue,True,False,73.59075001778108,4,,,,,,
42444829,42444832,0,46608205,residential,20,East 6th Street,True,False,223.40105447413467,1,,,,,,
42444829,42434215,0,1354945707,secondary,20,Avenue A,False,False,73.68172988895276,2,,,,,,
42444829,42453175,0,1354945707,secondary,20,Avenue A,False,True,77.75564456577548,2,,,,,,
42444832,42444833,0,813956618,residential,20,East 6th Street,True,False,227.65423054155443,1,,,,,,
42444832,42434226,0,845781908,tertiary,20,Avenue B,False,False,73.71403509168474,2,,,,,,
42444832,42453177,0,845781908,tertiary,20,Avenue B,False,True,77.7405103100608,2,,,,,,
42444833,42444835,0,813956618,residential,20,East 6th Street,True,False,229.60470491842523,1,,,,,,
42444833,42434233,0,1159053669,secondary,20,Avenue C,False,False,73.45158674654137,2,,,,,,
42444833,42453158,0,"[1159053669, 1080319438]",secondary,20,Avenue C,False,True,77.98594186346206,2,,,,,,
42444835,42434237,0,25167210,tertiary,20,Avenue D,False,False,73.40552393188673,2,,,,,,
42444835,42453160,0,397839400,tertiary,20,Avenue D,False,True,78.12501495079208,2,,,,,,
42444835,42444837,0,665503121,residential,20,East 6th Street,False,False,203.818211054288,2,,,,,,
42444837,42451712,0,5673157,residential,25,FDR Drive,True,False,173.1845960448285,1,,,,,,
42444837,42444835,0,665503121,residential,20,East 6th Street,False,True,203.81821105428799,2,,,,,,
42444854,42442621,0,243056524,residential,,West 144th Street,True,False,131.1710677270281,,,,,,,
42444854,42434259,0,1013655882,tertiary,,Convent Avenue,False,False,86.33652022278805,,,,,,,
42444854,42443658,0,1013655882,tertiary,,Convent Avenue,False,True,78.26953722333482,,,,,,,
42444873,42444880,0,5671259,tertiary,,9th Avenue,False,True,85.46300033826724,,,,,,,
42444873,42454551,0,5672493,tertiary,,West 215th Street,False,True,139.08591323272793,,,,,,,
42444873,42454553,0,165398359,tertiary,,West 215th Street,False,False,176.38457980420193,,,,,,,
42444880,42444873,0,5671259,tertiary,,9th Avenue,False,False,85.46300033826724,,,,,,,
42444880,42429703,0,5671259,tertiary,,9th Avenue,False,True,120.29107201392533,,,,,,,
42444880,42446231,0,5671397,residential,,West 216th Street,False,False,177.93758394807207,,,,,,,
42444880,42446228,0,5671397,residential,,West 216th Street,False,True,135.49652289297137,,,,,,,
42444884,42429703,0,5671259,tertiary,,9th Avenue,False,False,82.76392604055421,,,,,,,
42444884,42427504,0,5671259,tertiary,,9th Avenue,False,True,77.69033795276994,,,,,,,
42444884,42429255,0,5672466,residential,,West 219th Street,True,False,151.7936312747977,,,,,,,
42444909,42435599,0,348477348,residential,25,West 16th Street,True,False,277.18372582061875,,,,,,,
42444909,4557517552,0,"[1167942377, 1167942378]",secondary,25,9th Avenue,True,False,20.853015020188288,"['4', '3']",,,,,,
42444916,42454381,0,458106345,unclassified,25,West 19th Street,True,False,269.9996634273193,,,,,,,
42444916,42429663,0,"[963575586, 963575587]",secondary,25,9th Avenue,True,False,73.79173370713752,"['4', '3']",,,,,,
42444928,42427477,0,"[1027130512, 350726028]",secondary,25,9th Avenue,True,False,78.52635388843332,"['4', '5']",,,,,,
42444928,42453630,0,846127259,residential,25,West 25th Street,True,False,271.17750465475325,1,,,,,,
42444933,42444928,0,350726028,secondary,25,9th Avenue,True,False,81.11656095563643,4,,,,,,
42444933,42435632,0,1312939984,residential,25,West 26th Street,True,False,277.0745613326473,1,,,,,,
42444954,4557517549,0,350726030,secondary,25,9th Avenue,True,False,157.17084502050517,,,,,,,
42444954,427845226,0,"[1022796561, 446193620]",unclassified,25,West 33rd Street,True,False,163.96243826515033,"['2', '1']",,,,,,
42444960,42437663,0,"[420901921, 420901922]",primary,25,9th Avenue,True,False,83.91859599305594,"['4', '5']",,,,,,
42444960,7037071175,0,1088327050,unclassified,25,West 35th Street,True,False,117.7932489833806,,,,,,,
42444964,42444960,0,"[420901920, 420901917]",primary,,9th Avenue,True,False,78.58975923287593,"['4', '5']",,,,,,
42444964,42435646,0,"[1034529064, 733667933]",secondary,25,West 36th Street,True,False,275.65441820486774,2,,,,,,
42444985,42423885,0,"[36806905, 954520388, 226041021, 46432183]",residential,,West 39th Street,True,False,273.6384916480109,"['2', '1']",,,yes,,,
42444985,42433625,0,"[1135614654, 1135614655]",primary,,9th Avenue,True,False,79.05537397829714,5,,,,,,
42444991,42435657,0,"[1031879418, 505317789, 226041023]",residential,,West 40th Street,True,False,274.97459581837677,"['2', '3']",,,,,,
42444991,42444985,0,"[1135614656, 525729010]",primary,,9th Avenue,True,False,78.36151197288152,5,,,,,,
42445001,42434434,0,46334593,secondary,,West 41st Street,True,False,126.76190609001624,4,,,,,,
42445001,42444991,0,"[1025734022, 1025734023]",primary,,9th Avenue,True,False,87.41343891131758,4,,,,,,
42445011,42454433,0,"[1032030521, 194926847]",residential,,West 43rd Street,True,False,273.8802760777085,2,,,,,,
42445011,42437368,0,"[1021047632, 194926855]",primary,,9th Avenue,True,False,85.99970826181982,"['6', '5']",,,,,,
42445018,42432703,0,420907908,primary,,9th Avenue,True,False,80.16700185208501,4,,,,,,
42445018,42435675,0,846142552,secondary,,West 46th Street,True,False,273.7745628281642,1,,,,,,
42445020,42452365,0,1136391283,residential,25,West 47th Street,True,False,273.773912664684,1,,,,,,
42445020,42445018,0,"[420907907, 1136391284]",primary,,9th Avenue,True,False,78.56853897874667,4,,,,,,
42445025,42454042,0,814278021,residential,,West 51st Street,True,False,273.6512625083966,1,,,,,,
42445025,42440163,0,"[1025734018, 1025734019]",primary,,9th Avenue,True,False,79.03357366718102,"['4', '3']",,,,,,
42445027,42445025,0,5671276,primary,,9th Avenue,True,False,81.3496587144259,3,,,,,,
42445027,42435702,0,965833822,residential,25,West 52nd Street,True,False,272.920083279134,1,,,,,"33'4""",
42445033,42435707,0,"[226041033, 324118556, 324118557]",secondary,,West 54th Street,True,False,274.87121595943313,"['2', '1']",,,,,,
42445033,1815133244,0,"[420892272, 420892273]",primary,,9th Avenue,True,False,79.43437597455848,"['3', '5']",,,,,,
42445037,42435714,0,"[196117084, 505582406]",primary,25,West 57th Street,False,True,274.3043309199444,4,,,,,,
42445037,42431560,0,"[420892264, 420892263]",primary,,9th Avenue,True,False,85.02609393165048,"['4', '3']",,,,,,
42445037,42455643,0,835176553,primary,25,West 57th Street,False,False,274.15195226340353,6,,,,,,
42445039,42435716,0,46525065,tertiary,,West 58th Street,True,False,275.0347995339004,2,,,,,,
42445039,42445037,0,"[420892266, 420892262]",primary,,9th Avenue,True,False,86.65354571767264,"['4', '3']",,,,,,
42445046,42445561,0,104315946,residential,,West 202nd Street,False,True,64.55209326961537,,,,,,,
42445046,42451736,0,164845825,residential,,West 202nd Street,True,False,178.55885128577523,,,,,,,
42445046,42435412,0,164877022,tertiary,,9th Avenue,False,False,78.23939751839896,,,,,,,
42445051,42445562,0,5672722,residential,,West 204th Street,False,True,57.326471418693664,,,,,,,
42445051,42445054,0,164877022,tertiary,,9th Avenue,False,False,78.70955332188205,,,,,,,
42445051,42435412,0,164877022,tertiary,,9th Avenue,False,True,80.23554759090403,,,,,,,
42445051,42455493,0,164877023,tertiary,,West 204th Street,False,False,180.84333034264458,,,,,,,
42445054,42446797,0,5671456,residential,,West 205th Street,False,False,176.62786617316638,,,,,,,
42445054,42445563,0,5671456,residential,,West 205th Street,False,True,76.8494647741385,,,,,,,
42445054,42440499,0,164877022,tertiary,,9th Avenue,False,False,79.634818859888,,,,,,,
42445054,42445051,0,164877022,tertiary,,9th Avenue,False,True,78.70955332188205,,,,,,,
42445171,42440873,0,"[1314051836, 22927462]",residential,20,Washington Street,True,False,99.8711204683942,1,,,,,,
42445171,42436073,0,"[1254245275, 22927486]",residential,20,Watts Street,True,False,68.03931275320585,1,,,,,,
42445174,9611529611,0,"[1135361169, 1135361170]",trunk,30,West Street,True,False,101.85624731798427,"['4', '5']",NY 9A,,,,,
42445174,42445171,0,"[1254361808, 22927486]",residential,20,Watts Street,True,False,85.81753567648305,1,,,,,,
42445183,596776578,0,5671295,residential,,East 122nd Street,True,False,144.92149070362493,,,,,,,
42445183,42446171,0,420883173,secondary,25,Madison Avenue,True,False,79.58907049195395,2,,,,,,
42445185,42445189,0,5671295,residential,,East 122nd Street,True,False,142.56918092061886,,,,,,,
42445185,42452330,0,1333150711,primary,25,Park Avenue,True,False,80.05784690615778,1,,,,,,
42445189,42445196,0,5671295,residential,,East 122nd Street,True,False,154.9424320432831,,,,,,,
42445189,42447206,0,1058466923,secondary,25,Lexington Avenue,True,False,80.23760974248937,2,,,,,,
42445196,42443099,0,5671295,residential,,East 122nd Street,True,False,216.2145959642677,,,,,,,
42445196,42450083,0,196117086,primary,,3rd Avenue,True,False,80.28836299618935,5,,,,,,
42445215,3099327957,0,5671298,residential,,West 121st Street,True,False,15.165003943574094,,,,,,,
42445215,42453236,0,420878111,secondary,,Malcolm X Boulevard,True,False,79.55906870338394,2,,,,,,
42445219,42447336,0,195743187,residential,25,Manhattan Avenue,False,False,79.87477734715343,2,,,,,,
42445219,42429744,0,195743187,residential,25,Manhattan Avenue,False,True,78.96029174755898,2,,,,,,
42445219,42440131,0,569369534,residential,,West 121st Street,True,False,133.4261635077437,,,,,,,
42445225,42429680,0,195743339,secondary,25,5th Avenue,True,False,80.89730819204058,3,,,,,,
42445227,42436477,0,195743185,secondary,25,Madison Avenue,True,False,86.11663574207465,4,,,,,,
42445227,42445225,0,320584278,residential,25,East 71st Street,True,False,154.46298933110438,1,,,,,,
42445230,596776021,0,320584278,residential,25,East 71st Street,True,False,19.79467705594545,1,,,,,,
42445230,42436481,0,686125782,primary,25,Park Avenue,True,False,85.65083554319469,3,,,,,,
42445232,42445230,0,320584278,residential,25,East 71st Street,True,False,144.9605648608125,1,,,,,,
42445232,42429688,0,1106469542,secondary,25,Lexington Avenue,True,False,80.96204006921613,3,,,,,,
42445236,42445232,0,320584278,residential,25,East 71st Street,True,False,153.906135310832,1,,,,,,
42445236,42436486,0,"[686125780, 1224480431]",primary,25,3rd Avenue,True,False,85.62493660152661,"['4', '5']",,,,,,
42445247,42443009,0,320584278,residential,25,East 71st Street,True,False,230.60070964237738,1,,,,,,
42445247,42436492,0,"[421853968, 195743311]",primary,25,1st Avenue,True,False,85.1916633000849,"['6', '5']",,,,,,
42445256,596776231,0,5671302,residential,,East 99th Street,False,False,143.40381236222422,,,,,,,
42445256,42438963,0,195743184,secondary,25,Madison Avenue,True,False,156.91425308983793,5,,,,,,
42445258,42458960,0,806195280,primary,25,Park Avenue,True,False,78.44230568328652,1,,,,,,
42445259,42447174,0,993495865,secondary,25,Lexington Avenue,True,False,79.39379425257633,2,,,,,,
42445259,42445258,0,993495866,residential,,East 99th Street,True,False,142.70285185526333,,,,,,,
42445263,42433377,0,46693864,residential,25,East 99th Street,True,False,132.05314528762506,,,,,,,
42445263,42443058,0,46694769,residential,,East 99th Street,True,False,230.2565914667322,,,,,,,
42445263,42456091,0,420886250,primary,25,1st Avenue,True,False,81.75295775544348,4,,,,,,
42445286,42429633,0,5671307,residential,20,River Terrace,False,False,84.76249667065048,2,,,,,,
42445286,42446849,0,"[1015679931, 5673532]",residential,20,Vesey Place,True,False,82.58771078377787,2,,,,,,
42445291,42431630,0,"[194923760, 5671307]",residential,20,"['Chambers Street', 'River Terrace']",False,"[False, True]",175.46402676209095,2,,,,,,
42445291,42429633,0,5671307,residential,20,River Terrace,False,True,167.79198879025978,2,,,,,,
42445291,42446814,0,5671713,residential,20,Warren Street,False,False,121.21064772952366,,,,,,,
42445310,42434821,0,396444293,primary,25,10th Avenue,True,False,78.89509582243002,5,,,,,69.5 ft,
42445310,358447541,0,597821266,residential,25,West 26th Street,True,False,173.68550069946366,1,,,,,,
42445314,42434827,0,118714476,trunk,30,12th Avenue,True,False,78.14967217317756,4,NY 9A,,,,,
42445314,42430597,0,"[1138164081, 1312939982, 1312939983]",residential,25,West 26th Street,True,False,212.73000634416837,"['2', '1']",,,,,,
42445356,42445357,0,413045201,secondary,20,Reade Street,True,False,128.7489609923844,1,,,,,,
42445356,42430550,0,955237975,secondary,20,Church Street,True,False,74.21741961022383,4,,,,,,
42445357,42431614,0,68668562,secondary,20,West Broadway,True,False,65.23975704556645,2,,,,,,
42445357,42436322,0,413045201,secondary,20,Reade Street,True,False,34.14459410184189,1,,,,,,
42445365,42437644,0,"[5671315, 420904659]",primary,25,East 34th Street,False,False,153.60054768217964,"['4', '5']",,,,,,
42445365,561042190,0,420904658,primary,25,East 34th Street,False,True,145.89751905420653,4,,,,,,
42445365,42434948,0,542096279,secondary,25,Madison Avenue,True,False,83.92754606645603,4,,,,,,
42445374,42446935,0,458166896,secondary,25,Lexington Avenue,True,False,83.7968123386663,4,,,,,,
42445374,42445378,0,542096278,primary,25,East 34th Street,False,True,155.19034496622663,4,,,,,,
42445374,3786901743,0,"[1088325195, 571651963]",primary,25,East 34th Street,False,False,146.638264248183,"['4', '5']",,,,,,
42445378,42445374,0,542096278,primary,25,East 34th Street,False,False,155.19034496622663,4,,,,,,
42445378,42434959,0,554083353,primary,25,3rd Avenue,True,False,84.29523890527688,7,,,,,,
42445378,42445382,0,"[587038129, 1088325194]",primary,25,East 34th Street,False,True,76.6360338430616,4,,,,,,
42445382,5131026388,0,"[554083352, 1088325193]",primary,25,East 34th Street,False,False,139.47961737043957,"['4', '5']",,,,,,
42445382,42445378,0,"[587038129, 1088325194]",primary,25,East 34th Street,False,False,76.6360338430616,4,,,,,,
42445387,42434969,0,46139023,primary,25,Tunnel Approach Street,True,False,84.68021857216391,2,,,,,,
42445387,42445390,0,"[50603617, 556075523]",primary,25,East 34th Street,False,True,163.44950023643028,5,,,,,,
42445387,5131026388,0,420872204,primary,25,East 34th Street,False,True,66.08147337269287,5,,,,,,
42445390,42445392,0,"[68668529, 420872205]",primary,25,East 34th Street,False,True,138.7822300764906,5,,,,,,
42445390,42434974,0,"[954878305, 144001606]",primary,25,1st Avenue,True,False,84.04934188044341,"['4', '5']",,,,,,
42445390,42445387,0,"[50603617, 556075523]",primary,25,East 34th Street,False,False,163.44950023643028,5,,,,,,
42445392,4412043541,0,587038048,primary,,FDR Drive,True,False,16.960511037983938,1,,,,,,
42445392,406048768,0,194926840,primary,25,FDR Drive,False,True,84.86225139459054,,,,,,,
